Money Line,,Run Line,,Total,,1st Half (5 Inn.),,2nd Half,,,,
26-Apr,2:50pm,CHC-200,MIL+185,MIL-125,CHC+105,7 -120,7 +100,CHC-210,MIL+180,CHC-145,MIL+125,0296.csv
26-Apr,2:55pm,CHC-200,MIL+185,MIL-125,CHC+105,7 -120,7 +100,CHC-210,MIL+180,CHC-145,MIL+125,0296.csv
26-Apr,3:20pm,CHC-200,MIL+185,MIL-125,CHC+105,7 -125,7 +105,CHC-210,MIL+180,CHC-145,MIL+125,0296.csv
26-Apr,3:30pm,CHC-200,MIL+180,MIL-125,CHC+105,7 -130,7 +110,CHC-210,MIL+180,CHC-145,MIL+125,0296.csv
26-Apr,3:45pm,CHC-200,MIL+185,MIL-125,CHC+105,7 -130,7 +110,CHC-210,MIL+180,CHC-145,MIL+125,0296.csv
26-Apr,4:05pm,CHC-200,MIL+185,MIL-125,CHC+105,7.5 -110,7.5 -110,CHC-210,MIL+180,CHC-145,MIL+125,0296.csv
26-Apr,4:50pm,CHC-215,MIL+195,MIL-120,CHC+100,7.5 -110,7.5 -110,CHC-210,MIL+180,CHC-145,MIL+125,0296.csv
26-Apr,4:50pm,CHC-215,MIL+195,MIL-120,CHC+100,7.5 -110,7.5 -110,CHC-220,MIL+180,CHC-145,MIL+125,0296.csv
26-Apr,5:00pm,CHC-210,MIL+190,MIL-115,CHC-105,7.5 -115,7.5 -105,CHC-220,MIL+180,CHC-145,MIL+125,0296.csv
26-Apr,5:00pm,CHC-210,MIL+190,MIL-115,CHC-105,7.5 -115,7.5 -105,CHC-220,MIL+190,CHC-145,MIL+125,0296.csv
26-Apr,5:05pm,CHC-220,MIL+200,MIL-115,CHC-105,7.5 -115,7.5 -105,CHC-220,MIL+190,CHC-145,MIL+125,0296.csv
26-Apr,5:10pm,CHC-220,MIL+200,MIL-115,CHC-105,7.5 -115,7.5 -105,CHC-220,MIL+190,CHC-145,MIL+125,0296.csv
26-Apr,5:15pm,CHC-220,MIL+200,MIL-115,CHC-105,7.5 -110,7.5 -110,CHC-220,MIL+190,CHC-145,MIL+125,0296.csv
26-Apr,5:20pm,CHC-220,MIL+200,CHC-110,MIL-110,7.5 -110,7.5 -110,CHC-220,MIL+190,CHC-145,MIL+125,0296.csv
26-Apr,5:20pm,CHC-220,MIL+200,CHC-110,MIL-110,7.5 -110,7.5 -110,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,5:25pm,CHC-225,MIL+205,CHC-110,MIL-110,7.5 -110,7.5 -110,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,5:35pm,CHC-225,MIL+205,CHC-110,MIL-110,7.5 +105,7.5 -125,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,5:40pm,CHC-220,MIL+200,CHC-110,MIL-110,7.5 +105,7.5 -125,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,5:55pm,CHC-220,MIL+200,CHC-110,MIL-110,7.5 +105,7.5 -125,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,6:20pm,CHC-225,MIL+205,CHC-110,MIL-110,7.5 +105,7.5 -125,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,6:25pm,CHC-220,MIL+190,CHC-110,MIL-110,7.5 +105,7.5 -125,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,6:35pm,CHC-220,MIL+200,CHC-110,MIL-110,7.5 +105,7.5 -125,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,6:40pm,CHC-220,MIL+200,CHC-110,MIL-110,7.5 +110,7.5 -130,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,6:55pm,CHC-220,MIL+200,CHC-110,MIL-110,7.5 +110,7.5 -130,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,7:50pm,CHC-220,MIL+200,CHC-110,MIL-110,7.5 +110,7.5 -130,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
26-Apr,8:05pm,CHC-220,MIL+200,CHC-110,MIL-110,7.5 +110,7.5 -130,CHC-240,MIL+200,CHC-145,MIL+125,0296.csv
25-Apr,1:40pm,NYY-110,TEX+100,,,9.5 +100,9.5 -120,,,,,0297.csv
25-Apr,1:50pm,NYY-120,TEX+110,,,9.5 +100,9.5 -120,,,,,0297.csv
25-Apr,1:55pm,NYY-115,TEX+105,,,9 -105,9 -115,,,,,0297.csv
25-Apr,2:05pm,NYY-115,TEX+105,TEX-150,NYY+130,9 -105,9 -115,,,,,0297.csv
25-Apr,2:15pm,NYY-112,TEX+102,TEX-150,NYY+130,9 -105,9 -115,,,,,0297.csv
25-Apr,2:20pm,NYY-112,TEX+102,TEX-150,NYY+130,9 +100,9 -120,,,,,0297.csv
25-Apr,2:25pm,NYY-110,TEX+100,TEX-150,NYY+130,9 +100,9 -120,,,,,0297.csv
25-Apr,2:55pm,TEX-104,NYY-104,TEX-150,NYY+130,9 +100,9 -120,,,,,0297.csv
25-Apr,3:10pm,NYY-112,TEX+102,TEX-150,NYY+130,9 +100,9 -120,,,,,0297.csv
25-Apr,5:00pm,NYY-112,TEX+102,TEX-160,NYY+140,9 +100,9 -120,,,,,0297.csv
25-Apr,5:55pm,NYY-112,TEX+102,TEX-150,NYY+130,9 +100,9 -120,,,,,0297.csv
25-Apr,7:25pm,NYY-110,TEX+100,TEX-150,NYY+130,9 +100,9 -120,,,,,0297.csv
25-Apr,7:45pm,NYY-111,TEX+101,TEX-150,NYY+130,9 +100,9 -120,,,,,0297.csv
25-Apr,8:15pm,NYY-111,TEX+101,TEX-155,NYY+135,9 +100,9 -120,,,,,0297.csv
25-Apr,8:45pm,NYY-118,TEX+108,TEX-155,NYY+135,9 +100,9 -120,,,,,0297.csv
25-Apr,9:10pm,NYY-119,TEX+109,TEX-155,NYY+135,9 +100,9 -120,,,,,0297.csv
25-Apr,9:20pm,NYY-125,TEX+115,TEX-155,NYY+135,9 +100,9 -120,,,,,0297.csv
25-Apr,10:15pm,NYY-125,TEX+115,TEX-145,NYY+125,9 +100,9 -120,,,,,0297.csv
26-Apr,3:30am,NYY-125,TEX+115,TEX-150,NYY+130,9 +100,9 -120,,,,,0297.csv
26-Apr,4:20am,NYY-125,TEX+115,TEX-150,NYY+130,9 -110,9 -110,,,,,0297.csv
26-Apr,7:15am,NYY-125,TEX+115,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,,,0297.csv
26-Apr,8:10am,NYY-125,TEX+115,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,,,0297.csv
26-Apr,8:15am,NYY-123,TEX+113,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,,,0297.csv
26-Apr,8:45am,NYY-125,TEX+115,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,,,0297.csv
26-Apr,9:00am,NYY-125,TEX+115,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,,,0297.csv
26-Apr,9:15am,NYY-120,TEX+110,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,,,0297.csv
26-Apr,9:20am,NYY-120,TEX+110,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,NYY-135,TEX+105,0297.csv
26-Apr,9:30am,NYY-120,TEX+110,TEX-155,NYY+135,9 -110,9 -110,NYY-125,TEX+105,NYY-135,TEX+105,0297.csv
26-Apr,9:35am,NYY-120,TEX+110,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,NYY-135,TEX+105,0297.csv
26-Apr,9:40am,NYY-116,TEX+106,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,NYY-135,TEX+105,0297.csv
26-Apr,9:45am,NYY-116,TEX+106,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,NYY-130,TEX+100,0297.csv
26-Apr,9:45am,NYY-116,TEX+106,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,NYY-135,TEX+105,0297.csv
26-Apr,9:50am,NYY-116,TEX+106,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,NYY-130,TEX+100,0297.csv
26-Apr,9:50am,NYY-116,TEX+106,TEX-150,NYY+130,9 -110,9 -110,NYY-125,TEX+105,NYY-125,TEX+105,0297.csv
26-Apr,10:00am,NYY-116,TEX+106,TEX-150,NYY+130,9 -110,9 -110,NYY-120,TEX+100,NYY-125,TEX+105,0297.csv
26-Apr,10:10am,NYY-116,TEX+106,TEX-155,NYY+135,9 -110,9 -110,NYY-120,TEX+100,NYY-125,TEX+105,0297.csv
26-Apr,10:25am,NYY-115,TEX+105,TEX-155,NYY+135,9 -110,9 -110,NYY-120,TEX+100,NYY-125,TEX+105,0297.csv
26-Apr,10:25am,NYY-115,TEX+105,TEX-155,NYY+135,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,10:30am,NYY-115,TEX+105,TEX-160,NYY+140,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,10:35am,NYY-116,TEX+106,TEX-160,NYY+140,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,10:40am,NYY-115,TEX+105,TEX-160,NYY+140,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,10:55am,NYY-115,TEX+105,TEX-155,NYY+135,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,11:00am,NYY-115,TEX+105,TEX-160,NYY+140,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,12:40pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,1:20pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,2:40pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -115,9 -105,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,3:00pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -120,9 +100,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,3:25pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -120,9 +100,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,4:05pm,NYY-118,TEX+108,TEX-160,NYY+140,9 -120,9 +100,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,4:10pm,NYY-118,TEX+108,TEX-160,NYY+140,9 -120,9 +100,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,4:20pm,NYY-118,TEX+108,TEX-160,NYY+140,9 -120,9 +100,NYY-120,TEX+100,NYY-125,TEX+105,0297.csv
26-Apr,4:25pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -115,9 -105,NYY-120,TEX+100,NYY-125,TEX+105,0297.csv
26-Apr,4:25pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -115,9 -105,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,4:30pm,NYY-118,TEX+108,TEX-160,NYY+140,9 -115,9 -105,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,4:50pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -115,9 -105,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,5:05pm,NYY-118,TEX+108,TEX-160,NYY+140,9 -115,9 -105,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,5:15pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -115,9 -105,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,5:25pm,NYY-115,TEX+105,TEX-160,NYY+140,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,5:40pm,NYY-115,TEX+105,TEX-155,NYY+135,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,5:45pm,NYY-117,TEX+107,TEX-155,NYY+135,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,6:10pm,NYY-120,TEX+110,TEX-155,NYY+135,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,6:15pm,NYY-120,TEX+110,TEX-155,NYY+135,9 -110,9 -110,NYY-120,TEX+100,NYY-125,TEX+105,0297.csv
26-Apr,6:20pm,NYY-120,TEX+110,TEX-155,NYY+135,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,6:45pm,NYY-120,TEX+110,TEX-155,NYY+135,9 -110,9 -110,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,6:55pm,NYY-120,TEX+110,TEX-160,NYY+140,9 -115,9 -105,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,7:00pm,NYY-120,TEX+110,TEX-155,NYY+135,9 -115,9 -105,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,7:35pm,NYY-120,TEX+110,TEX-160,NYY+140,9 -115,9 -105,NYY-115,TEX-105,NYY-125,TEX+105,0297.csv
26-Apr,8:00pm,NYY-120,TEX+110,TEX-160,NYY+140,9 -115,9 -105,NYY-120,TEX+100,NYY-125,TEX+105,0297.csv
26-Apr,8:10pm,NYY-120,TEX+110,TEX-155,NYY+135,9 -115,9 -105,NYY-120,TEX+100,NYY-125,TEX+105,0297.csv
25-Apr,1:40pm,MIN-105,CLE-105,,,8 -105,8 -115,,,,,0298.csv
25-Apr,1:55pm,MIN-110,CLE+100,,,8.5 -105,8.5 -115,,,,,0298.csv
25-Apr,2:05pm,MIN-110,CLE+100,CLE-205,MIN+175,8.5 -105,8.5 -115,,,,,0298.csv
25-Apr,2:25pm,MIN-110,CLE+100,CLE-205,MIN+175,8.5 -115,8.5 -105,,,,,0298.csv
25-Apr,3:05pm,MIN-115,CLE+105,CLE-195,MIN+170,8.5 -115,8.5 -105,,,,,0298.csv
25-Apr,5:00pm,MIN-115,CLE+105,CLE-195,MIN+170,8.5 -120,8.5 +100,,,,,0298.csv
25-Apr,5:35pm,MIN-115,CLE+105,CLE-195,MIN+170,8.5 -115,8.5 -105,,,,,0298.csv
25-Apr,5:45pm,MIN-110,CLE+100,CLE-195,MIN+170,8.5 -120,8.5 +100,,,,,0298.csv
25-Apr,6:30pm,MIN-115,CLE+105,CLE-195,MIN+170,8.5 -120,8.5 +100,,,,,0298.csv
25-Apr,7:35pm,MIN-115,CLE+105,CLE-195,MIN+170,8.5 -125,8.5 +105,,,,,0298.csv
25-Apr,8:15pm,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -125,8.5 +105,,,,,0298.csv
25-Apr,9:10pm,MIN-115,CLE+105,CLE-200,MIN+175,8.5 -125,8.5 +105,,,,,0298.csv
25-Apr,10:15pm,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -125,8.5 +105,,,,,0298.csv
25-Apr,11:00pm,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -120,8.5 +100,,,,,0298.csv
26-Apr,6:50am,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -115,8.5 -105,,,,,0298.csv
26-Apr,7:20am,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -115,8.5 -105,MIN-120,CLE+100,,,0298.csv
26-Apr,8:10am,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -115,8.5 -105,MIN-120,CLE+100,,,0298.csv
26-Apr,9:00am,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -115,8.5 -105,MIN-120,CLE+100,,,0298.csv
26-Apr,9:20am,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -115,8.5 -105,MIN-120,CLE+100,CLE-125,MIN-105,0298.csv
26-Apr,9:35am,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -115,8.5 -105,MIN-120,CLE+100,CLE-125,MIN-105,0298.csv
26-Apr,9:40am,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -115,8.5 -105,MIN-120,CLE+100,CLE-125,MIN-105,0298.csv
26-Apr,9:50am,MIN-115,CLE+105,CLE-200,MIN+170,8.5 -115,8.5 -105,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,10:00am,MIN-118,CLE+108,CLE-200,MIN+170,8.5 -110,8.5 -110,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,10:00am,MIN-118,CLE+108,CLE-200,MIN+170,8.5 -110,8.5 -110,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,10:05am,MIN-120,CLE+110,CLE-200,MIN+170,8.5 -110,8.5 -110,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,10:15am,MIN-120,CLE+110,CLE-190,MIN+170,8.5 -110,8.5 -110,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,10:25am,MIN-120,CLE+110,CLE-200,MIN+170,8.5 -110,8.5 -110,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,10:35am,MIN-120,CLE+110,CLE-190,MIN+165,8.5 -110,8.5 -110,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,10:50am,MIN-120,CLE+110,CLE-185,MIN+165,8.5 -110,8.5 -110,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,11:00am,MIN-120,CLE+110,CLE-190,MIN+165,8.5 -110,8.5 -110,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,11:25am,MIN-120,CLE+110,CLE-190,MIN+165,8.5 -110,8.5 -110,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,11:55am,MIN-120,CLE+110,CLE-200,MIN+170,8.5 -110,8.5 -110,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,12:00pm,MIN-120,CLE+110,CLE-190,MIN+165,8.5 +100,8.5 -120,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,12:10pm,MIN-120,CLE+110,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,1:25pm,MIN-120,CLE+110,CLE-200,MIN+170,8.5 -105,8.5 -115,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,1:40pm,MIN-120,CLE+110,CLE-200,MIN+170,8.5 -105,8.5 -115,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,1:50pm,MIN-120,CLE+110,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,1:55pm,MIN-115,CLE+105,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-125,CLE+105,CLE-120,MIN+100,0298.csv
26-Apr,3:10pm,MIN-115,CLE+105,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,4:00pm,MIN-115,CLE+105,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,4:40pm,MIN-112,CLE+102,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,4:45pm,MIN-115,CLE+105,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,5:10pm,MIN-115,CLE+105,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,5:50pm,MIN-112,CLE+102,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,6:05pm,MIN-112,CLE+102,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,6:10pm,MIN-112,CLE+102,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,6:30pm,MIN-112,CLE+102,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,6:35pm,MIN-112,CLE+102,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,6:45pm,MIN-112,CLE+102,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,7:00pm,MIN-105,CLE-105,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-120,CLE+100,CLE-120,MIN+100,0298.csv
26-Apr,7:05pm,MIN-105,CLE-105,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-105,CLE-110,CLE-120,MIN+100,0298.csv
26-Apr,7:35pm,MIN-108,CLE-102,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-108,CLE-110,CLE-120,MIN+100,0298.csv
26-Apr,7:50pm,MIN-105,CLE-105,CLE-200,MIN+170,8.5 +100,8.5 -120,MIN-105,CLE-110,CLE-120,MIN+100,0298.csv
26-Apr,8:05pm,CLE-114,MIN+104,CLE-200,MIN+170,8.5 +110,8.5 -130,CLE-115,MIN-105,CLE-120,MIN+100,0298.csv
26-Apr,8:05pm,CLE-114,MIN+104,CLE-200,MIN+170,8.5 +110,8.5 -130,MIN+104,CLE-110,CLE-120,MIN+100,0298.csv
26-Apr,8:10pm,CLE-117,MIN+107,MIN-150,CLE+130,8.5 +110,8.5 -130,CLE-115,MIN-105,CLE-120,MIN+100,0298.csv
26-Apr,8:15pm,CLE-117,MIN+107,CLE-240,MIN+200,8.5 +110,8.5 -130,CLE-115,MIN-105,CLE-120,MIN+100,0298.csv
25-Apr,1:40pm,PIT-130,COL+120,,,10 -115,10 -105,,,,,0299.csv
25-Apr,1:50pm,PIT-130,COL+120,,,10.5 -110,10.5 -110,,,,,0299.csv
25-Apr,2:15pm,PIT-135,COL+125,,,10.5 -110,10.5 -110,,,,,0299.csv
25-Apr,2:20pm,PIT-135,COL+125,,,11 +100,11 -120,,,,,0299.csv
25-Apr,3:00pm,PIT-135,COL+125,COL-125,PIT+105,11 +100,11 -120,,,,,0299.csv
25-Apr,3:05pm,PIT-132,COL+122,COL-125,PIT+105,11 +100,11 -120,,,,,0299.csv
25-Apr,3:50pm,PIT-132,COL+122,COL-130,PIT+110,11 +100,11 -120,,,,,0299.csv
25-Apr,5:00pm,PIT-132,COL+122,COL-125,PIT+105,11 +100,11 -120,,,,,0299.csv
25-Apr,5:15pm,PIT-132,COL+122,COL-125,PIT+105,11 -105,11 -115,,,,,0299.csv
25-Apr,5:45pm,PIT-132,COL+122,COL-125,PIT+105,11 -110,11 -110,,,,,0299.csv
25-Apr,5:50pm,PIT-132,COL+122,COL-140,PIT+120,11 -110,11 -110,,,,,0299.csv
25-Apr,9:20pm,PIT-132,COL+122,COL-135,PIT+115,11 -110,11 -110,,,,,0299.csv
25-Apr,11:45pm,PIT-132,COL+122,COL-135,PIT+115,10.5 -115,10.5 -105,,,,,0299.csv
26-Apr,3:15am,PIT-135,COL+125,COL-135,PIT+115,10.5 -115,10.5 -105,,,,,0299.csv
26-Apr,7:10am,PIT-135,COL+125,COL-135,PIT+115,10.5 -115,10.5 -105,PIT-140,COL+120,,,0299.csv
26-Apr,7:20am,PIT-135,COL+125,COL-140,PIT+120,10.5 -115,10.5 -105,PIT-140,COL+120,,,0299.csv
26-Apr,7:25am,PIT-135,COL+125,COL-135,PIT+115,10.5 -115,10.5 -105,PIT-140,COL+120,,,0299.csv
26-Apr,7:30am,PIT-135,COL+125,COL-140,PIT+120,10.5 -115,10.5 -105,PIT-140,COL+120,,,0299.csv
26-Apr,7:35am,PIT-135,COL+125,COL-140,PIT+120,10.5 +110,10.5 -130,PIT-140,COL+120,,,0299.csv
26-Apr,8:00am,PIT-130,COL+120,COL-135,PIT+115,10.5 +110,10.5 -130,PIT-135,COL+115,,,0299.csv
26-Apr,8:00am,PIT-130,COL+120,COL-135,PIT+115,10.5 +110,10.5 -130,PIT-140,COL+120,,,0299.csv
26-Apr,8:10am,PIT-130,COL+120,COL-135,PIT+115,10.5 +110,10.5 -130,PIT-135,COL+115,,,0299.csv
26-Apr,8:15am,PIT-130,COL+120,COL-150,PIT+130,10.5 +110,10.5 -130,PIT-135,COL+115,,,0299.csv
26-Apr,8:35am,PIT-135,COL+125,COL-135,PIT+115,10.5 +110,10.5 -130,PIT-135,COL+115,,,0299.csv
26-Apr,8:35am,PIT-135,COL+125,COL-135,PIT+115,10.5 +110,10.5 -130,PIT-140,COL+120,,,0299.csv
26-Apr,8:40am,PIT-135,COL+125,COL-135,PIT+115,10 -110,10 -110,PIT-140,COL+120,,,0299.csv
26-Apr,8:50am,PIT-135,COL+125,COL-135,PIT+115,10.5 +110,10.5 -130,PIT-140,COL+120,,,0299.csv
26-Apr,8:55am,PIT-135,COL+125,COL-135,PIT+115,10 -110,10 -110,PIT-140,COL+120,,,0299.csv
26-Apr,9:00am,PIT-135,COL+125,COL-145,PIT+125,10 -110,10 -110,PIT-140,COL+120,,,0299.csv
26-Apr,9:10am,PIT-132,COL+122,COL-145,PIT+125,10 -110,10 -110,PIT-135,COL+115,,,0299.csv
26-Apr,9:10am,PIT-132,COL+122,COL-145,PIT+125,10 -110,10 -110,PIT-140,COL+120,,,0299.csv
26-Apr,9:15am,PIT-132,COL+122,COL-145,PIT+125,10 -110,10 -110,PIT-135,COL+115,PIT-140,COL+110,0299.csv
26-Apr,9:30am,PIT-135,COL+125,COL-145,PIT+125,10 -110,10 -110,PIT-135,COL+115,PIT-140,COL+110,0299.csv
26-Apr,9:35am,PIT-132,COL+122,COL-145,PIT+125,10 -110,10 -110,PIT-135,COL+115,PIT-140,COL+110,0299.csv
26-Apr,9:45am,PIT-132,COL+122,COL-145,PIT+125,10 -110,10 -110,PIT-135,COL+115,PIT-140,COL+110,0299.csv
26-Apr,9:50am,PIT-132,COL+122,COL-145,PIT+125,10 -110,10 -110,PIT-135,COL+115,PIT-130,COL+110,0299.csv
26-Apr,10:10am,PIT-135,COL+125,COL-130,PIT+110,10 -110,10 -110,PIT-135,COL+115,PIT-130,COL+110,0299.csv
26-Apr,10:10am,PIT-135,COL+125,COL-130,PIT+110,10 -110,10 -110,PIT-155,COL+135,PIT-130,COL+110,0299.csv
26-Apr,10:10am,PIT-135,COL+125,COL-130,PIT+110,10 -110,10 -110,PIT-155,COL+135,PIT-140,COL+120,0299.csv
26-Apr,10:15am,PIT-135,COL+125,COL-130,PIT+110,10 -110,10 -110,PIT-155,COL+135,PIT-140,COL+120,0299.csv
26-Apr,10:15am,PIT-135,COL+125,COL-130,PIT+110,10 -110,10 -110,PIT-155,COL+135,PIT-145,COL+125,0299.csv
26-Apr,10:25am,PIT-145,COL+135,COL-130,PIT+110,10 -110,10 -110,PIT-155,COL+135,PIT-145,COL+125,0299.csv
26-Apr,10:30am,PIT-145,COL+135,COL-130,PIT+110,10 -110,10 -110,PIT-160,COL+140,PIT-145,COL+125,0299.csv
26-Apr,11:20am,PIT-145,COL+135,COL-130,PIT+110,10 -105,10 -115,PIT-160,COL+140,PIT-145,COL+125,0299.csv
26-Apr,11:25am,PIT-145,COL+135,COL-130,PIT+110,10 -105,10 -115,PIT-160,COL+140,PIT-145,COL+125,0299.csv
26-Apr,12:10pm,PIT-148,COL+138,COL-125,PIT+105,10 -105,10 -115,PIT-160,COL+140,PIT-145,COL+125,0299.csv
26-Apr,12:10pm,PIT-148,COL+138,COL-125,PIT+105,10 -105,10 -115,PIT-160,COL+140,PIT-150,COL+130,0299.csv
